,Unnamed: 0,ID Kabupaten,No.,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Fasum Rusak,korban_jiwa,kerusakan,Clusters,cluster,Location,loc,point,lat,lon,altitude
1600,1600,3305,1601,17/11/2020,BANJIR,Kec. Rowowkele Ds. Rowokele,KEBUMEN,JAWA TENGAH,,â¢ Hujan dengan intesitas tinggi dengan durasi lama dan di ikuti angin kencang dan petir .,0,0,0,0,0,0,0,0,0,"KEBUMEN,JAWA TENGAH","Masjid Baitussolihin, Kertodeso Trukan Dasar,mirit ,kebumen,jawa Tengah, Jalan Daendels, Tlogopragoto, Kebumen, Jawa Tengah, 54391, Indonesia","(-7.7753227, 109.80318865, 0.0)",-7.7753227,109.80318865,0.0
1601,1601,5208,1602,17/11/2020,BANJIR,"Kec. Pemenang, Ds. Pemenang Barat",LOMBOK UTARA,NUSA TENGGARA BARAT,,,0,0,0,1,0,0,1,0,0,"LOMBOK UTARA,NUSA TENGGARA BARAT","Lombok Utara, Nusa Tenggara Barat, Indonesia","(-8.3572425, 116.1609208, 0.0)",-8.3572425,116.1609208,0.0
1602,1602,3301,1603,17/11/2020,BANJIR,Kec. Kroya Kec. Sampang Kec. Sidereja Kec. Bantarsari Kec. Kedungreja Kec. Cipari Kec. Gandrungmangu  Kec. Wanareja  Kec. Majengan  Kec. Kawungaten  Kec. Kampung Laut  Kec. Nusawungu Kec. Karangpucung  Kec. Cimanggu  Kec. Patimuan,CILACAP,JAWA TENGAH,,â¢Akibat hujan dengan intensitas tinggi dan kontur lahan yang cukup terjal,2,0,0,101,0,2,101,0,0,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117008,0.0
1603,1603,3302,1604,17/11/2020,BANJIR,"KEC. TAMBAK DS. Prembun, Gebangsari, Gumelar Lor, gumelar Kidul, Kamulyan",BANYUMAS,JAWA TENGAH,,,0,0,0,0,0,0,0,0,0,"BANYUMAS,JAWA TENGAH","Banyumas, Jawa Tengah, Indonesia","(-7.45507165, 109.11674648495966, 0.0)",-7.45507165,109.11674648495966,0.0
1604,1604,3302,1605,16/11/2020,BANJIR,"KEC. Patikraja, Lumbir, Tambak,  Sumpiuh",BANYUMAS,JAWA TENGAH,,,0,0,0,0,2,0,2,0,0,"BANYUMAS,JAWA TENGAH","Banyumas, Jawa Tengah, Indonesia","(-7.45507165, 109.11674648495966, 0.0)",-7.45507165,109.11674648495966,0.0
1605,1605,6504,1606,16/11/2020,BANJIR,Kec. Nunukan Kel. Nunukan Utara Kel. Nunukan Timur,NUNUKAN,KALIMANTAN UTARA,,â¢ Akibat hujan dengan intensitas sedang dan air pasang,0,0,0,0,0,0,0,0,0,"NUNUKAN,KALIMANTAN UTARA","Nunukan, Kalimantan Utara, 77482, Indonesia","(3.9074565000000003, 117.04235063789662, 0.0)",3.9074565,117.04235063789665,0.0
1606,1606,3501,1607,15/11/2020,BANJIR,Kec. Kebonagung  Ds. Kebonagung  Ds. Sukoharjo Ds. Kayen Ds. Sirnoboyo Ds. Kembang Ds. Banjarjo Ds. Purwoasri,PACITAN,JAWA TIMUR,,â¢ Akibat hujan dengan intesitas tinggi,0,0,0,0,1,0,1,0,0,"PACITAN,JAWA TIMUR","Pacitan, Jawa Timur, Indonesia","(-8.1017184, 111.14467109984247, 0.0)",-8.101718400000001,111.1446710998425,0.0
1607,1607,3301,1608,15/11/2020,BANJIR,"Kec. Kroya  Ds. Gentasari Ds. Kedawung  Ds. Sikampuh  Ds. Mujur Lor Ds Mujur  Ds, Buntu Kec. Sampang Karangasem Kec. Nusawungu Ds. Klumprit Kec. Sidareja Ds. Sidareja Ds. Gunungreja Ds. Sidamulya Ds. Sudagara Ds. Tinggarjaya  Ds. Tegalasari  Kec. Bantarsari Ds. Kamulyan Kec. Kedungreja Desa Bangunreja Desa Ciklapa Kec. Gandrungmangu Desa Layansari Desa Kertajaya Desa Cisumur Kec. Cipari Kec. Wanareja",CILACAP,JAWA TENGAH,,â¢ Akibat hujan dengan intensitas tinggi dan meluapnya kali terusan,0,0,0,40,3,0,43,0,0,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117008,0.0
1608,1608,1308,1609,15/11/2020,BANJIR,KEC. SULIKI DS. ANDIANG,LIMA PULUH KOTA,SUMATERA BARAT,,,0,0,0,0,0,0,0,0,0,"LIMA PULUH KOTA,SUMATERA BARAT","Lima Puluh Kota, Sumatera Barat, Indonesia","(-0.0041436, 100.55927144934105, 0.0)",-0.0041436,100.55927144934104,0.0
1609,1609,3203,1610,15/11/2020,BANJIR,Kec. Agra Binta  Ds. Sukamanah Ds. Mekarsari,CIANJUR,JAWA BARAT,,â¢ Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"CIANJUR,JAWA BARAT","Cianjur, Jawa Barat, 43212, Indonesia","(-6.824096, 107.1374006, 0.0)",-6.824096000000001,107.1374006,0.0
1610,1610,1212,1611,14/11/2020,BANJIR,Kec. Sinembah Tanjung Muda Hilir Ds. Tandukan Raga,DELI SERDANG,SUMATERA UTARA,,â¢Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"DELI SERDANG,SUMATERA UTARA","Deli Serdang, Sumatera Utara, Indonesia","(3.6947182, 98.83100147255647, 0.0)",3.6947182,98.83100147255648,0.0
1611,1611,3201,1612,14/11/2020,BANJIR,Kec. Tamansari Ds. Sukajaya Kp. Jami,BOGOR,JAWA BARAT,,â¢ Akibat hujan dengan intensitas tinggi,0,0,0,1,0,0,1,0,0,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.596298599999999,106.7972421,0.0
1612,1612,1104,1613,14/11/2020,BANJIR,Kec. Lawe Bulan  Ds. Lawe Sagu Hulu  Ds. Kandang Belang Mandiri  Kec. Deleng Pohkison  Ds. Kati Jeroh,ACEH TENGGARA,ACEH,,â¢ Akibat hujan dengan intensitas tinggi,0,0,0,49,0,0,49,0,0,"ACEH TENGGARA,ACEH","Aceh Tenggara, Aceh, 24651, Indonesia","(3.338797, 97.74564237389382, 0.0)",3.338797,97.74564237389382,0.0
1613,1613,3302,1614,13/11/2020,BANJIR,KEC. SUMPIUH DS. SUMPIUH,BANYUMAS,JAWA TENGAH,,,0,0,0,0,0,0,0,0,0,"BANYUMAS,JAWA TENGAH","Banyumas, Jawa Tengah, Indonesia","(-7.45507165, 109.11674648495966, 0.0)",-7.45507165,109.11674648495966,0.0
1614,1614,1219,1615,13/11/2020,BANJIR,"KEC. SEI BALAI, DS. KWALA SIKASIM",BATU BARA,SUMATERA UTARA,,"Curah hujan yang sangat tinggi pada hari Jumat hingga Sabtu (13-14/11/20) mengakibatkan tanggul sungai air putih jebol dan debit air tidak dapat dibendung lagi sehingga mengakibatkan banjir di areal persawahan seluas +/- 10 Ha. Banjir yang terjadi sejak kemarin sore mengakibatkan hampir seluruh akses masuk menuju Dusun 4 dan Dusun 6 terendam banjir. Dari data sementara, tinggi air mencapai 5-60cm.",0,0,0,0,0,0,0,0,0,"BATU BARA,SUMATERA UTARA","Batu Bara, Sumatera Utara, Indonesia","(3.5564885999999998, 99.62844660427132, 0.0)",3.5564886,99.62844660427132,0.0
1615,1615,3205,1616,13/11/2020,BANJIR,Kec. Pameungpeuk Ds. Jatimulya  Ds. Mancagahar  Kec. Cibalong Ds. Karyamukti,GARUT,JAWA BARAT,,â¢Akibat hujan dengan intensitas tinggi dan air sungai meluap,0,0,0,0,0,0,0,0,0,"GARUT,JAWA BARAT","Garut, Jawa Barat, 44117, Indonesia","(-7.2162543, 107.9014912, 0.0)",-7.2162543,107.9014912,0.0
1616,1616,3329,1617,13/11/2020,BANJIR,Kec. Bumiayu  Ds. Kalierang  Ds. Laren  Ds. Pamijen  Ds. Kaliwadas  Kec. Pagayungan  Ds. Pagojengan,BREBES,JAWA TENGAH,,â¢ Akibat hujan dengan intensitas tinggi dan meluapnya Sungai Majapahit,0,0,0,1,1,0,2,0,0,"BREBES,JAWA TENGAH","Brebes, Jawa Tengah, Indonesia","(-7.05207115, 108.88813597074842, 0.0)",-7.05207115,108.88813597074842,0.0
1617,1617,1117,1618,12/11/2020,BANJIR,Kec. Bukit Ds. Waq Pondok Sayur,BENER MERIAH,ACEH,,â¢Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"BENER MERIAH,ACEH","Bener Meriah, Aceh, Indonesia","(4.77387985, 96.97800363035068, 0.0)",4.77387985,96.97800363035068,0.0
1618,1618,1402,1619,12/11/2020,BANJIR,Kec. Peranap  Kec. Batang Peranap  Kec. Kelayang  Kec. Rakit  Kec. Pasir Penyu  Kec. Rengat Barat  Kec. Sungai Lala  Kec. Rengat   Kec. Batang Cenaku  Kec. Seberida,INDRAGIRI HULU,RIAU,,â¢ Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"INDRAGIRI HULU,RIAU","Kabupaten Indragiri Hulu, Riau, Indonesia","(-0.49228384999999997, 102.3008254360401, 0.0)",-0.49228385,102.3008254360401,0.0
1619,1619,5201,1620,11/11/2020,BANJIR,Kec. Sekotong Ds. Buwun Mas,LOMBOK BARAT,NUSA TENGGARA BARAT,,â¢ Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"LOMBOK BARAT,NUSA TENGGARA BARAT","Lombok Barat, Nusa Tenggara Barat, 83361, Indonesia","(-8.6718889, 116.122048, 0.0)",-8.6718889,116.122048,0.0
1620,1620,5207,1621,11/11/2020,BANJIR,"Kec. Seteluk, ds. Seteluk atas",SUMBAWA BARAT,NUSA TENGGARA BARAT,,,0,0,0,5,0,0,5,0,0,"SUMBAWA BARAT,NUSA TENGGARA BARAT","Sumbawa Barat, Nusa Tenggara Barat, 84356, Indonesia","(-8.658515, 116.9161845, 0.0)",-8.658515,116.9161845,0.0
1621,1621,1409,1622,11/11/2020,BANJIR,KEC. TANAH PUTIH,ROKAN HILIR,RIAU,,,0,0,0,13,0,0,13,0,0,"ROKAN HILIR,RIAU","Rokan Hilir, Kalimantan Timur, Indonesia","(0.9751078, 117.5295601, 0.0)",0.9751078,117.5295601,0.0
1622,1622,1402,1623,10/11/2020,BANJIR,Kec. Batang Cenaku Ds. Aur Cina Ds. Kuala Kilan Kec. Sungai Lala Ds. Tanjung Danau Kec. Lubuk Batu Jaya Ds. Rimpian Kec. Batang Peranap Ds. Pematang Benteng Kec. Penarap Ds.  Semilinang Darat Ds. Baturijal Hilir Kec. Kelayang Ds. Sungai Kuning Benio Ds. Pulau Sengkilo Kec. Seberida Ds. Belingan,INDRAGIRI HULU,RIAU,,â¢ Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"INDRAGIRI HULU,RIAU","Kabupaten Indragiri Hulu, Riau, Indonesia","(-0.49228384999999997, 102.3008254360401, 0.0)",-0.49228385,102.3008254360401,0.0
1623,1623,1310,1624,09/11/2020,BANJIR,Kec. Sungai Balai Janggo Jorong Pasa Jorong Taratak,SOLOK SELATAN,SUMATERA BARAT,,â¢ Hujan dengan intensitas tinggi dan meluapnya sungai Batang Pangian dan sungai Batang Gringging,0,0,0,0,0,0,0,0,0,"SOLOK SELATAN,SUMATERA BARAT","Solok Selatan, Padang Aro, Sangir, Sumatera Barat, 27778, Indonesia","(-1.5573292, 101.239478, 0.0)",-1.5573292,101.239478,0.0
1624,1624,3316,1625,09/11/2020,BANJIR,Kec.  Kedungtuban Ds. Tanjung Kec.  Randublatung           Ds. Kutukan,BLORA,JAWA TENGAH,,"â¢ Akibat hujan dengan intensitas tinggi disertai angin kencang yang terjadi pada Senin, 09 November 2020, Pkl. 18.00 WIB",0,0,0,43,0,0,43,0,0,"BLORA,JAWA TENGAH","Blora, Jawa Tengah, 58211 - 58219, Indonesia","(-7.11054465, 111.42035148693856, 0.0)",-7.11054465,111.42035148693856,0.0
1625,1625,6208,1626,09/11/2020,BANJIR,Kec. Seruyan Hillir Ds. Pematang Limau,SERUYAN,KALIMANTAN TENGAH,,â¢ Akibat hujan dengan intensitas tinggi dan meluapnya air sungai di wilayah Kodim 1015/Spt,0,0,0,0,0,0,0,0,0,"SERUYAN,KALIMANTAN TENGAH","Sungai Seruyan, Kalimantan Tengah, Indonesia","(-3.2638614, 112.4966105, 0.0)",-3.2638614,112.4966105,0.0
1626,1626,1572,1627,09/11/2020,BANJIR,Kec. Koto Baru Ds. Paling Serumpun Ds. Dujung Sakti Ds. Hamparan Rawang Kec. Kumun Debai Ds. Air Teluh,KOTA SUNGAI PENUH,JAMBI,,â¢ Akibat hujan dengan intensitas tinggi mengakibatkan meluapnya sungai  Batang Merau meluap,0,0,0,0,0,0,0,0,0,"KOTA SUNGAI PENUH,JAMBI","Kota Baru, Sungai Penuh, Jambi, 37111, Indonesia","(-2.0327693, 101.3969032, 0.0)",-2.0327693,101.3969032,0.0
1627,1627,1572,1628,08/11/2020,BANJIR,Kec. Koto Baru Ds. Dujung Sakti Kec. Hamparan Rawang Ds. Koto Dian Ds. Paling Serumpun,KOTA SUNGAI PENUH,JAMBI,,â¢ Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"KOTA SUNGAI PENUH,JAMBI","Kota Baru, Sungai Penuh, Jambi, 37111, Indonesia","(-2.0327693, 101.3969032, 0.0)",-2.0327693,101.3969032,0.0
1628,1628,1218,1629,08/11/2020,BANJIR,KEC. DOLOK MASIHUL DS. BANTAN,SERDANG BEDAGAI,SUMATERA UTARA,,"Hujan dengan intesitas Sedang hingga Tinggi yang Terjadi pada minggu siang dan meluap beberapa sungai serta jebolnya Tanggul Sungai Sei Belutu,  Sungai Kerapuh dan Sei Simangbil Tua serta Sei Martebing.Kecamatan Dolok Masihul Total Terdampak 1246 KK dan Sawah 100 Ha. Kecamatan Sei Bamban Total Terdampak 565 KK dan Sawah = 550 Ha Kecamatan  Tebing Tinggi Total Terdampak 75 KK dan Sawah = 205 Ha",0,0,0,0,0,0,0,0,0,"SERDANG BEDAGAI,SUMATERA UTARA","Serdang Bedagai, Sumatera Utara, Indonesia","(3.5931148, 99.15833092741082, 0.0)",3.5931148,99.15833092741082,0.0
1629,1629,3201,1630,07/11/2020,BANJIR,Kec. Tenjo Dsl. Tenjo,BOGOR,JAWA BARAT,,â¢ Hujan dengan intensitas tinggi dan tersumbatnya jalur irigasi sawah akibat adanya pembangunan perumahan baru,0,0,0,3,0,0,3,0,0,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.596298599999999,106.7972421,0.0
1630,1630,6105,1631,07/11/2020,BANJIR,Kec. Tayan Hulu Ds. Kedakas Ds. Pandan Sembuat,SANGGAU,KALIMANTAN BARAT,,"â¢Hujan dengan intensitas tinggi, meluapnya sungai Kedakas",0,0,0,0,0,0,0,0,0,"SANGGAU,KALIMANTAN BARAT","Sanggau, Kalimantan Barat, Indonesia","(0.3502299, 110.54704242825211, 0.0)",0.3502299,110.54704242825213,0.0
1631,1631,1104,1632,06/11/2020,BANJIR,Kec. Lawe Alas  Ds. Kute Kutacingkam II,ACEH TENGGARA,ACEH,,â¢ Akibat hujan dengan intensitas tinggi dan meluaonya Sungai Lawe Pio,0,0,0,0,0,0,0,0,0,"ACEH TENGGARA,ACEH","Aceh Tenggara, Aceh, 24651, Indonesia","(3.338797, 97.74564237389382, 0.0)",3.338797,97.74564237389382,0.0
1632,1632,3302,1633,05/11/2020,BANJIR,KEC. LUMBIR DS. LUMBIR,BANYUMAS,JAWA TENGAH,,,0,0,0,1,0,0,1,0,0,"BANYUMAS,JAWA TENGAH","Banyumas, Jawa Tengah, Indonesia","(-7.45507165, 109.11674648495966, 0.0)",-7.45507165,109.11674648495966,0.0
1633,1633,1173,1634,05/11/2020,BANJIR,Kec. Langsa Kota Gp. Jawa Kec. Langsa Lama Gp. Pondok Pabrik Gp. Sidodadi Gp. Selalah Baru Gp. Pondok Kemuning Kec. Langsa Baro Gp. Geudubang,KOTA LANGSA,ACEH,,â¢Akibat hujan dengan intensitas tinggi disertai meluapnya air sungai Krueng Langsa,0,0,0,0,0,0,0,0,0,"KOTA LANGSA,ACEH","Langsa Kota, Langsa, Aceh, 24412, Indonesia","(4.47158865, 97.97375247454653, 0.0)",4.47158865,97.97375247454652,0.0
1634,1634,1103,1635,04/11/2020,BANJIR,Kec. Trumon Timur Gp. Kapa Seusak,ACEH SELATAN,ACEH,,â¢ Akibat hujan secara terus menerus selama kurun waktu dua (2) hari sehingga menyebabkan air sungai yang ada di Gp. Kapa Seusak meluap,0,0,0,0,0,0,0,0,0,"ACEH SELATAN,ACEH","Aceh Selatan, Aceh, Indonesia","(3.0679790000000002, 97.4687714679478, 0.0)",3.067979,97.4687714679478,0.0
1635,1635,3302,1636,04/11/2020,BANJIR,Kec. Kemranjen Ds. Sirau Kadus,BANYUMAS,JAWA TENGAH,,â¢Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"BANYUMAS,JAWA TENGAH","Banyumas, Jawa Tengah, Indonesia","(-7.45507165, 109.11674648495966, 0.0)",-7.45507165,109.11674648495966,0.0
1636,1636,1102,1637,04/11/2020,BANJIR,Kec. Simpang Kanan Ds. Ujung Limus Ds. Silatong Ds. Lae Riman Ds. Tanjung Mas Ds. Cibubukan Ds. Serasah Kec. Gunung Meriah Ds. Cingkam Ds. Penjahitan,ACEH SINGKIL,ACEH,,â¢ Akibat hujan dengan intensitas tinggi disertai meluapnya sungai Lae Cinendang,0,0,0,0,1,0,1,0,0,"ACEH SINGKIL,ACEH","Aceh Singkil, Aceh, Indonesia","(2.37587935, 97.92442948748499, 0.0)",2.37587935,97.924429487485,0.0
1637,1637,1103,1638,04/11/2020,BANJIR,Kec. Kota Bahagia Gp. Jambo Keupok,ACEH SELATAN,ACEH,,â¢ Akibat hujan dengan intensitas sedang â tinggi sehingga menyebabkan meluapnya sungai di Kec. Kota Bahagia,0,0,0,14,0,0,14,0,0,"ACEH SELATAN,ACEH","Aceh Selatan, Aceh, Indonesia","(3.0679790000000002, 97.4687714679478, 0.0)",3.067979,97.4687714679478,0.0
1638,1638,1471,1639,03/11/2020,BANJIR,KEC. RUMBAI PESISIR,KOTA PEKANBARU,RIAU,,,0,0,0,0,0,0,0,0,0,"KOTA PEKANBARU,RIAU","Kelurahan Lembah Damai, Kabupaten Kampar, Riau, 28271, Indonesia","(0.6113052, 101.46979184758777, 0.0)",0.6113052,101.46979184758776,0.0
1639,1639,3324,1640,02/11/2020,BANJIR,Kec. Ngampel Ds. Banyuurip   Ds. Ngampelkulon  Kec. Kendal  Kel. Bandengan  Kel. Langenharjo  Kel. Balok  Kel. Patukangan  Kel. Pegulon,KENDAL,JAWA TENGAH,,"â¢ Hujan dengan intensitas tinggi dan meluapnya sungai kendal, sungai penut serta sungai bedo",0,0,0,0,0,0,0,0,0,"KENDAL,JAWA TENGAH","Kendal, Jawa Tengah, Indonesia","(-7.01909655, 110.13747567422602, 0.0)",-7.01909655,110.137475674226,0.0
1640,1640,3216,1641,01/11/2020,BANJIR,Kec. Cikara Utara Ds. Karang Harja Ds. Tanjung Sari Kec. Tambun Utara Ds. Satria Jaya Kec. Cikarang Utara Ds. Karang Raharja Ds. Tanjung Sari,BEKASI,JAWA BARAT,,â¢ Akibat hujan dengan intensitas tinggi dan meluapnya Kali Ulu.,0,1,0,0,0,1,0,0,0,"BEKASI,JAWA BARAT","Jawa Barat, Jalan Gunung Salak, Kranji, Bekasi, Jawa Barat, 17144, Indonesia","(-6.24087, 106.98876, 0.0)",-6.24087,106.98876,0.0
1641,1641,3172,1642,01/11/2020,BANJIR,Kec. Duren Sawit Kel. Duren Sawit Kel. Pondok Bambu Kec. Ciracas Kel. Susukan Kec. Jatinegara  Kel. Kampung Melayu,KOTA JAKARTA TIMUR,DKI JAKARTA,,"â¢ Akibat curah hujan tinggi dan luapan sungai ciliwung, kali krukut serta PHB malaka",0,0,0,0,0,0,0,0,0,"KOTA JAKARTA TIMUR,DKI JAKARTA","Taman Kota Pondok Ranggon, Pondok Ranggon, Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Indonesia","(-6.353425550000001, 106.90747419804707, 0.0)",-6.353425550000001,106.90747419804708,0.0
1642,1642,3517,1643,01/11/2020,BANJIR,Kec. Mojoagung Ds. Kademangan,JOMBANG,JAWA TIMUR,,â¢ Hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"JOMBANG,JAWA TIMUR","Jombang, Jawa Timur, 61417, Indonesia","(-7.5384528, 112.2379884, 0.0)",-7.538452799999999,112.2379884,0.0
1643,1643,3171,1644,01/11/2020,BANJIR,Kec. Pasar Minggu Kel. Jati Padang  Kel. Cilandak Timur,KOTA JAKARTA SELATAN,DKI JAKARTA,,"â¢ Akibat curah hujan tinggi dan luapan sungai ciliwung, kali krukut serta PHB malaka",0,0,0,0,0,0,0,0,0,"KOTA JAKARTA SELATAN,DKI JAKARTA","Hutan Kota Pondok Labu, Pondok Labu, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia","(-6.31023725, 106.79956109889318, 0.0)",-6.31023725,106.79956109889318,0.0
1644,1644,3175,1645,01/11/2020,BANJIR,Kec. Cilincing  Kel. Rorotan,KOTA JAKARTA UTARA,DKI JAKARTA,,"â¢ Akibat curah hujan tinggi dan luapan sungai ciliwung, kali krukut serta PHB malaka",0,0,0,0,0,0,0,0,0,"KOTA JAKARTA UTARA,DKI JAKARTA","Taman Hutan Kota Penjaringan, Pejagalan, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14450, Indonesia","(-6.13309505, 106.7840027467125, 0.0)",-6.13309505,106.78400274671247,0.0
1645,1645,3515,1646,01/11/2020,BANJIR,Kec. Tanggulangin  Ds. Banjar Asri Ds. Banjar Panji Ds. Kedungbanteng Kec. Porong Ds. Kesambi Ds. Pesawahan Ds. Pamotan Ds. Gedang,SIDOARJO,JAWA TIMUR,,â¢ Akibat hujan dengan intensitas tinggi,0,0,0,0,8,0,8,0,0,"SIDOARJO,JAWA TIMUR","Sidoarjo, Jawa Timur, Indonesia","(-7.45597405, 112.66088771295344, 0.0)",-7.45597405,112.66088771295344,0.0
1646,1646,6403,1647,01/11/2020,BANJIR,Kec. Kenohan Ds. Lamin Telihan,KUTAI KERTANEGARA,KALIMANTAN TIMUR,,"â¢ Akibat hujan disertai meluapnya 2 sungai, yaitu sungai Telihan dan sungai Berambai yang mengalami pendangkalan",0,0,0,0,0,0,0,0,0,"KUTAI KERTANEGARA,KALIMANTAN TIMUR","Kutai Kertanegara, Melayu, Kalimantan Timur, 75513, Indonesia","(-0.4198612, 116.988783, 0.0)",-0.4198612,116.988783,0.0
1647,1647,3514,1648,01/11/2020,BANJIR,Kec. Beji Ds. Kedungringin Ds. Kedung Boto Ds. Cangkring Malang Kec. Gempol  Ds. Gempol Ds. Legok,PASURUAN,JAWA TIMUR,,â¢ Hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"PASURUAN,JAWA TIMUR","Pasuruan, Jawa Timur, Indonesia","(-7.6419894, 112.906694, 0.0)",-7.6419894,112.906694,0.0
1648,1648,1302,1649,31/10/2020,BANJIR,Kec. Lengayang  Ds. Kambang Timur Ds. Tabiang Tinggi Kec. Batang Kapas  Ds. IV Koto Hilie,PESISIR SELATAN,SUMATERA BARAT,,"â¢Hujan dengan intensitas tinggi yang mengakibatkan meluapnya sungai Jalamu  â¢Banjir di Kec. Batang Kapas pada Jumat, 30 Oktober 202, Pkl. 17.30 WIB â¢Banjir di Kec. Kec. Lengayang pada Sabtu, 31 Oktober 202, Pkl. 16.00 WIB",0,0,0,42,0,0,42,0,0,"PESISIR SELATAN,SUMATERA BARAT","DPC Partai Demokrat Pesisir Selatan, Jalan Raya Air Haji - Painan, Painan, Sumatera Barat, 25354, Indonesia","(-1.3486632, 100.5742238, 0.0)",-1.3486632,100.5742238,0.0
1649,1649,3271,1650,31/10/2020,BANJIR,Kac. Bogor Tengah  Kel. Tegall Kec. Bogor Utara  Kel. Ciluar,KOTA BOGOR,JAWA BARAT,,â¢Akibat Hujan deras dengan insensitas tinggi,0,0,0,0,0,0,0,0,0,"KOTA BOGOR,JAWA BARAT","Stasiun Besar Kota Bogor, Pabaton, Jawa Barat, Indonesia","(-6.5937280000000005, 106.79062189975832, 0.0)",-6.5937280000000005,106.79062189975832,0.0
1650,1650,3513,1651,31/10/2020,BANJIR,Kec. Gending Ds. Gending,PROBOLINGGO,JAWA TIMUR,,â¢ Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"PROBOLINGGO,JAWA TIMUR","Probolinggo, Jawa Timur, Indonesia","(-7.86316, 113.30510534699638, 0.0)",-7.863160000000001,113.30510534699638,0.0
1651,1651,3514,1652,31/10/2020,BANJIR,"Kec. Bangil, Kec. Kraton, Kec. Winongan, Kec. Grati, Kec. Rejoso, Kab. Pasuruan",PASURUAN,JAWA TIMUR,"Hujan dengan Intensitas tinggi pd hari Sabtu, 31 Oktober 2020, pkl. 13.00 s/d 21.00 WIB yang mengakibatkan banjir di wilayah Kab. Pasuruan. BPBD Kab. Pasuruan bersama Koramil, Polsek, Pol PP Kab. Pasuruan, Agen Bencana Jatim dan Relawan berada dilokasi berupaya untuk melakukan penanganan, pendataan dan pemantauan perkembangan banjir. 1. Kec. Bangil : Desa Masangan 30-40 cm- Kelurahan Kalirejo 20-30 cm Kelurahan kalianyar 20-30 cm Kelurahan Tambakan 20-30 cm 2. Kec. Kraton : Desa tambakrejo 30-40 cm- Desa bendungan 10 -20 cm- Desa selotambak 10-20 cm- Desa sidogiri 05-10 cm3. Kec. Winongan :- Desa prodo 20-40 cm 4. Kec. Grati : Desa kedawung kulo 40-80 cm Desa kedawung wetanÂ  20-50 cm 5. Kec. Rejoso : Desa toyaning 50-70 cm- Desa pateguran 40- 80 cm #Update pkl. 14.30, Minggu 01 November 2020, pantauan titik banjir genangan sbb :a. Kecamatan Bangil, meliputi : Desa Masangan 20-30 cm- Kelurahan Kalirejo 10-20 cm- Kelurahan Kalianyar 10-20 cm- Kelurahan Tambakan 10-20 cm b. Kecamata Kraton, meliputi :- Desa Tambakrejo 20-30 cm- Jalan Raya Mancarli c. Kecamatan Winongan, meliputi :- Desa Prodo 20-30 cm- Desa Lebak 10-20 cm- Desa Bandaran 20-30 cm d. Kecamatan Grati, meliputi :- Desa Kedawung Kulo 30-40 cm- Desa Kedawung Wetan; 20-30 cme. Kecamatan Rejoso, meliputi - Desa toyaning 20-30 cm- Desa pateguran 30-40 cm f. Kecamatan Beji, meliputi :- Desa Kedungringin 30-40 cm- Desa Kedungboto 20-30 cm Jumlah KK yang terdampak sebanyak 3.557 KK#update pk.05.50, Selasa 03 November 2020 :*1. menurut himpunan data dari Pusdalops PB Jatim, untuk korban terdampak mulai awal pada hari sabtu tanggal 31 Oktober 2020 sampai sekarang 6.379 KK, dengan rincian:- Kecamatan Beji1. Desa Kedungringin 1300kk,2. Desa Kedung boto 750kk,  3. Desa Cangkring malang 2435 kk, - Kecamatan Gempol 1. Desa gempol 1814 kk, 2. Desa Legok 80 kk,- Lokasi Dapur Umum Tagana berada di Dusun Ngasem, Desa Kejapanan- Lokasi Dapur Umum PMI berada di lingkungan kantor Kecamatan Beji",,0,0,0,0,0,0,0,0,0,"PASURUAN,JAWA TIMUR","Pasuruan, Jawa Timur, Indonesia","(-7.6419894, 112.906694, 0.0)",-7.6419894,112.906694,0.0
